Une lecture sociologique du TDAH,15 février 2019, | Charles Beaudoin-Jobin et Myriam Boivin-Comtois,Idées
Geler les corps,15 février 2019," | 			Aurélie Lanctôt 
",Chroniques
Notre choix cette fin de semaine,15 février 2019," | 			Amélie Gaudreau 
",Écrans
Une église du quartier Saint-Michel incendiée pour une 2e fois en 3 semaines,15 février 2019," | 			La Presse canadienne 
",Culture
Canada Goose ouvrira une usine à Montréal,15 février 2019," | 			La Presse canadienne 
",Économie
Roger Massicotte nommé président d’Agropur,15 février 2019," | 			Le Devoir 
",Économie
"Rendement de 9,1% pour CRCD",15 février 2019," | 			Le Devoir 
",Économie
Le Canada accuse un sérieux retard en matière de lutte contre la corruption,15 février 2019," | 			Éric Desrosiers 
",Économie
"La cuisine, lieu de tous les possibles",15 février 2019," | 			Florence Sara G. Ferraris  
",Culture
Attentes dépassées pour Bombardier,15 février 2019," | 			Julien Arsenault - La Presse canadienne	
",Économie
Vigueur soutenue du marché de l’emploi au Québec,15 février 2019," | 			Gérard Bérubé 
",Économie
Les Alouettes recrutent le demi à l’attaque Jeremiah Johnson,15 février 2019," | 			La Presse canadienne 
",Sports
QS refuse que Québec aide financièrement au retour des Expos,15 février 2019," | 			La Presse canadienne 
",Sports
"Jeux de la Francophonie: Québec doit offrir 40 millions, selon QS",15 février 2019," | 			La Presse canadienne 
",Sports
"Added Sugar, Planet Giza",15 février 2019," | 			Philippe Renaud 
",Musique
"Les bruits de la ville, Voyou",15 février 2019," | 			Philippe Renaud 
",Musique
"Trio 97 @ The Village Vanguard, Fred Hersch Trio",15 février 2019," | 			Guillaume Bourgault-Côté 
",Musique
"Pourchasser l’aube, Caroline Savoie",15 février 2019," | 			Philippe Renaud 
",Musique
Un «printemps laïque»?,15 février 2019," | 			Christian Rioux 
",Chroniques
SNC-Lavalin: Legault demande à Ottawa de protéger les emplois,15 février 2019," | 			La Presse canadienne 
",Québec
Des logements sociaux réclamés à la CAQ dans la grande région de Montréal,15 février 2019," | 			Le Devoir 
",Montréal
"Quadriga n’a plus d’argent, reconnaît son avocat devant un tribunal",14 février 2019," | 			La Presse canadienne 
",Économie
Un nouveau départ pour Stroll,15 février 2019," | 			Alexandre Geoffrion-McInnis - La Presse canadienne	
",Sports
"Silence et recueillement à Parkland, un an après la tuerie",15 février 2019," | 			Agence France-Presse 
",États-Unis
Cachemire indien: 37 paramilitaires indiens tués dans un attentat,15 février 2019," | 			Agence France-Presse 
",Asie
Washington presse les Européens de rompre avec l’Iran,15 février 2019," | 			Agence France-Presse 
",Amériques
Égypte: premier vote au Parlement pour permettre à Sissi de se représenter,15 février 2019," | 			Agence France-Presse 
",Afrique
Québec refuse de parler de stérilisation forcée avec le gouvernement fédéral,15 février 2019," | 			La Presse canadienne 
",Québec
Quoi surveiller aujourd’hui?,15 février 2019," | 			Geneviève Tremblay 
",Société
"Face aux juges, le principal séparatiste catalan persiste et signe",15 février 2019," | 			Laurence Boutreux - Agence France-Presse	
",Europe
France: Alain Juppé abandonne le «combat politique»,15 février 2019," | 			Agence France-Presse 
",Europe
Colombie: déposition du chef des FARC devant la Juridiction de paix,15 février 2019," | 			Agence France-Presse 
",Amériques
Aéronautique: la fin du A380 est confirmée,15 février 2019," | 			Associated Press 
",Économie
Le Venezuela renforce le blocage d’un pont frontalier avec la Colombie,15 février 2019," | 			Agence France-Presse 
",Amériques
L’État et l’héritage religieux,15 février 2019, | Pierre Hurteau,Idées
Cannabis: il faut réunir les scientifiques et les politiques,15 février 2019, | Robert Perreault et Jean-Yves Frappier,Idées
Vlhova remporte le slalom géant aux Mondiaux de ski alpin,15 février 2019," | 			Associated Press 
",Sports
Les Jeux du Canada servent de terreau au développement de futures vedettes,15 février 2019," | 			Donna Spencer - La Presse canadienne	
",Sports
Coupe Davis: le Canada bénéficie d’un tirage favorable en vue de la 1re ronde,15 février 2019," | 			La Presse canadienne 
",Sports
"Buffy Sainte-Marie, dénonciatrice de la cupidité des hommes depuis 50 ans ",15 février 2019," | 			Sophie Chartier 
",Musique
Armes et santé mentale? Faux débat!,15 février 2019, | Texte collectif *,Libre opinion
Découverte montréalaise pour améliorer la fécondation «in vitro»,15 février 2019," | 			Pauline Gravel 
",Science
Brexit: Theresa May essuie une défaite au Parlement ,15 février 2019," | 			Antoine Pollez - Agence France-Presse	
",Europe
MusiquePlus disparaîtra des écrans cet été,15 février 2019," | 			Ugo Giguère - La Presse canadienne	
",Écrans
Les Predators ont le dernier mot face au Canadien 3-1,15 février 2019," | 			La Presse canadienne 
",Sports
"Canada Goose ouvre une usine à Montréal, créant 650 emplois",15 février 2019," | 			La Presse canadienne 
",Économie
Amazon renonce à implanter son nouveau siège social à New York,15 février 2019," | 			Catherine Triomphe - Agence France-Presse	
",Économie
Maternelle 4 ans: coup de force pour une idée fixe,15 février 2019," | 			Robert Dutrisac 
",Éditoriaux
Cannabis: appel à un arbitrage indépendant sur l’âge légal,15 février 2019," | 			Fabien Deglise 
",Société
Avancez par en arrière,15 février 2019," | 			René Vézina	
",Chroniques
La grève des ventres,15 février 2019," | 			Josée Blanchette 
",Chroniques
Donald Trump veut son mur à tout prix,15 février 2019," | 			Guillaume Lepage 
",États-Unis
Un rare immeuble Art nouveau voué à être rasé à Montréal,15 février 2019," | 			Jean-François Nadeau 
",Société
Saint-Adolphe: le ministre sévit contre Hydro-Québec,15 février 2019," | 			Isabelle Porter 
",Québec
«Ne me dis pas que tu m’aimes»: flotter à la surface des choses,15 février 2019," | 			Mélanie Carpentier 
",Danse
Les urgences restent bondées au Québec,15 février 2019," | 			La Presse canadienne 
",Société
Robert Charlebois «en troisième période»,15 février 2019," | 			Philippe Papineau 
",Musique
"Maternelle 4 ans pour tous, parole de premier ministre",15 février 2019," | 			Marco Bélair-Cirino 
",Québec
Immigration: plus de 90 000 personnes inscrites au nouveau système de recrutement,15 février 2019," | 			Isabelle Porter 
",Québec
Un débat inédit entre Robert Bourassa et Pierre Bourgault,15 février 2019," | 			Jean-François Nadeau 
",Société
État d’«urgence nationale: l'intégrale de l'annonce de Donald Trump,15 février 2019," | 			Le Devoir 
",Vidéos
Le Grincheux du 15 février,15 février 2019," | 			Pascal  
",Société
Tirez-vous une Bûche!,15 février 2019," | 			Catherine Ferland 
",Restaurants
"Verdejo 2017, Valdecuevas, Rueda, Espagne",15 février 2019," | 			Jean Aubry 
",Vin
"Manzanilla La Guita, Andalousie, Espagne",15 février 2019," | 			Jean Aubry 
",Vin
"Riesling 2017, Domaine Wach, Andlau, Alsace, France",15 février 2019," | 			Jean Aubry 
",Vin
"Vacqueyras 2015, Montirius «Le Village», Rhône, France",15 février 2019," | 			Jean Aubry 
",Vin
"Barco Reale di Carmignano 2015, Capezzana, Toscane, Italie",15 février 2019," | 			Jean Aubry 
",Vin
"Cerasuolo di Vittoria Classico 2015, Cos, Sicile, Italie",15 février 2019," | 			Jean Aubry 
",Vin
«Don Juan symphonique»: seulement l’amour,15 février 2019," | 			Christian Saint-Pierre 
",Musique
Le Japon va reconnaître légalement les Aïnous comme peuple autochtone,15 février 2019," | 			Agence France-Presse 
",Asie
Le Parlement européen interdit une conférence avec Puigdemont pour raisons de sécurité,15 février 2019," | 			Agence France-Presse 
",Europe
Trump décrète un état d’«urgence nationale» pour bâtir son mur à la frontière,15 février 2019," | 			Jérôme Cartillier - Agence France-Presse	
",États-Unis
"All, Yann Tiersen",15 février 2019," | 			Geneviève Tremblay 
",Musique
Les sorties cinéma de la semaine,15 février 2019,,Vidéos
La Maison-Blanche se montre optimiste sur un traité de paix commerciale avec la Chine,15 février 2019," | 			Patrick Baert - Agence France-Presse	
	, 		Christophe  Vogt - Agence France-Presse	
",Économie
"La soif de changement, le grand moteur du vote de la CAQ",15 février 2019," | 			Guillaume Bourgault-Côté 
",Québec
Le défi de l'info – 15 février,15 février 2019," | 			Katia Tobar 
",Société
«Astérix et le secret de la potion magique»: les douze «castings» de Panoramix,15 février 2019,,Cinéma
«Song of Granite»: le bohémien irlandais,15 février 2019,,Cinéma
Haïti: la tension sociale fait fuir les ressortissants étrangers,15 février 2019," | 			Fabien Deglise 
",Amériques
Une bénédiction tout simplement papale,15 février 2019," | 			Jean Aubry 
",Vin
Plus de 900 journalistes dénoncent une profession rongée par le sexisme,15 février 2019," | 			Agence France-Presse 
",Société
"Schumann, Orchestre de chambre d’Europe",15 février 2019," | 			Christophe Huss 
",Musique
"Jan Lisiecki, Orpheus Chamber Orchestra",15 février 2019," | 			Christophe Huss 
",Musique
Angélica Dass explore l’infinie diversité de couleurs de la peau humaine,15 février 2019," | 			Caroline Montpetit 
",Arts visuels
"Stuffed and Ready, Cherry Glazerr",15 février 2019," | 			Sophie Chartier 
",Musique
Une pétition en appui au lanceur d’alerte Louis Robert,15 février 2019," | 			Isabelle Porter 
",Québec
"			Simon Castonguay	
",16 février 2019,"
» Lire ses articles les plus récents
                    Dernier article : Emmanuel Macron et les gilets jaunes: entre idéologie et utopie ",Le Devoir de philo/Histoire
"La biophilie, ou les effets bénéfiques du bois",16 février 2019,"

356




La microsimulation pour prévoir l’évolution démographique

            Une nouvelle méthode anticipe de manière plus fine les effets des politiques publiques.        

35616 février 2019
 | 			Etienne Plamondon Emond	

 |
        Science



",Science
La microsimulation pour prévoir l’évolution démographique,16 février 2019," | 			Etienne Plamondon Emond	
",Science
Inondations: passer de la gestion de crise à la gestion de risque,16 février 2019," | 			Hélène Roulot-Ganzmann	
",Science
"Parce que Québec, c’est Québec!",16 février 2019," | 			Marie-Hélène Alarie	
",Économie
ESPACE 4: le monde universitaire s’ouvre au grand public,16 février 2019," | 			Martine Letarte	
",Éducation
Pour un événement qui se démarque,16 février 2019," | 			Marie-Hélène Alarie	
",Économie
"Le «bleisure» au Québec: percée timide, mais prometteuse",16 février 2019," | 			Catherine Couturier	
",Société
"Le Palais des congrès de Montréal, pilier du tourisme d’affaires",16 février 2019," | 			Jean-François Venne	
",Société
Organiser un congrès: d’une rive à l’autre,16 février 2019," | 			Stéphane Gagné	
",Économie
Six destinations pour sortir des sentiers battus,16 février 2019," | 			Hélène Roulot-Ganzmann	
",Économie
"Le vieillissement, un enjeu de société prioritaire pour le scientifique en chef",16 février 2019," | 			Etienne Plamondon Emond	
",Société
"Le marabout, Ayavi Lake",16 février 2019," | 			Christian Desmeules 
",Lire
"Le petit capuchon bleu, Marie Demers et Lucile Danis Drouot",16 février 2019," | 			Marie Fradette 
",Lire
Des femmes racontent leur carrière en science et technologie,16 février 2019," | 			Jean-François Venne	
",Science
Combattre l’âgisme grâce à l’interdépendance,16 février 2019," | 			Hélène Roulot-Ganzmann	
",Science
«Un certain Paul Darrigrand»: nous avions la clandestinité,16 février 2019," | 			Christian Saint-Pierre 
",Lire
«Algorithmes: La bombe à retardement»: le côté obscur du Big Data,16 février 2019," | 			Sébastien  Vincent 
",Lire
Du Kanada de Berlin à l’art des rues,16 février 2019," | 			Odile Tremblay 
",Chroniques
Arctique (V.F. de Arctic),16 février 2019,,Cinéma
Pupille,16 février 2019,,Cinéma
Astérix et le secret de la potion magique,16 février 2019,,Cinéma
La Mauritanie sans litanies,16 février 2019," | 			Gary Lawrence 
",Voyage
Une semaine en liberté,16 février 2019," | 			Nathalie Schneider 
",Vivre
«Au bord de la Sandá»: les tensions du silence islandais,16 février 2019," | 			Anne-Frédérique Hébert-Dolbec 
",Lire
«Déments à cheval»: la «fake news» d’Emilie Andrewes,16 février 2019," | 			Dominic Tardif 
",Lire
L’historien heureux,16 février 2019," | 			Louis Cornellier 
",Chroniques
«China Dream»: le cauchemar chinois de Ma Jian,16 février 2019," | 			Christian Desmeules 
",Lire
Pour que notre histoire s’écrive au pluriel,16 février 2019," | 			Philippe Renaud 
",Musique
«Mademoiselle Samedi soir»: deux cœurs sur la Main,16 février 2019," | 			Manon Dumais 
",Lire
«Prières mortelles en Amérique»: une prière pour Matthew,16 février 2019," | 			Louise-Maude Rioux Soucy 
",Écrans
«Nordik»: le roi hiver,16 février 2019," | 			Louise-Maude Rioux Soucy 
",Écrans
«Au milieu des vivants»: garder les morts en vie,16 février 2019," | 			Yannick Marcoux 
",Lire
«Pupille»: pour le bien de l’enfant,16 février 2019,,Cinéma
«Le rocher avec des ailes»: Ode au pays navajo,16 février 2019," | 			Michel Bélair 
",Lire
«Âmes»: l’épopée des marges de Tristan Garcia,16 février 2019," | 			Christian Desmeules 
",Lire
Répertoire des villes disparues,16 février 2019,,Cinéma
"L’île aux Basques, terre de beauté et d’histoire",16 février 2019," | 			Gabriel Anctil 
",Voyage
Au-delà des sports extrêmes,16 février 2019," | 			Catherine Lefebvre 
",Voyage
Ces horloges qui nous gouvernent,16 février 2019," | 			Laurie Noreau 
",Santé
Recette de pilons de poulet braisés au kimchi,16 février 2019," | 			Le Devoir 
",Alimentation
Les chantiers de l’image avec Lucie Rocher,16 février 2019," | 			Marie-Ève Charron 
",Arts visuels
Sur le radar: nouvelles perspectives chez Jocelyne Alloucherie,16 février 2019," | 			Marie-Ève Charron 
",Arts visuels
L’insaisissable part du «dramaturg»,16 février 2019," | 			Marie Labrecque 
",Théâtre
Les flâneurs,16 février 2019," | 			Louise-Maude Rioux Soucy 
	, 		Amélie Gaudreau 
	, 		Dominic Tardif 
	, 		Valérie Duhaime 
",Lire
Jan Martens et la virtuosité inconventionnelle,16 février 2019,,Danse
Martha Argerich et la musique du partage,16 février 2019," | 			Christophe Huss 
",Musique
«Répertoire des villes disparues»: familièrement autre,16 février 2019,,Cinéma
«Arctique»: survivre autrement,16 février 2019,,Cinéma
Le Québec à la traîne en agriculture artisanale,16 février 2019," | 			Robert Dutrisac 
",Éditoriaux
Le chant du granite (V.F. de Song of Granite),16 février 2019,,Cinéma
Les signes religieux,16 février 2019, | Louis Verdy,Lettres
"Navrant, navrant!",16 février 2019," | Hélène Goulet, artiste peintre, diplômée de l’École des beaux-arts de Québec et de l’UQAM et cofondatrice du Regroupement des artistes en arts visuels du Québec (RAAV) et du Groupement des arts visuels de Victoriaville (GRAVE)",Lettres
La parole à nos lecteurs,16 février 2019,"

408




L’immobilier se normalise

            Le marché résidentiel poursuit son atterrissage en douceur.        

40816 février 2019
 | 			Gérard Bérubé 

 |
        Chroniques



",Chroniques
L’immobilier se normalise,16 février 2019," | 			Gérard Bérubé 
",Chroniques
Le patron d’Air Canada se montre optimiste,16 février 2019," | 			Christopher Reynolds - La Presse canadienne	
",Économie
ABI: la direction en réflexion,16 février 2019," | 			La Presse canadienne 
",Économie
Profits en hausse pour Loto-Québec,16 février 2019," | 			La Presse canadienne 
",Économie
Conflits d’intérêts chez Aphria,16 février 2019," | 			La Presse canadienne 
",Économie
Facebook pourrait payer une amende de 2 milliards,16 février 2019," | 			Agence France-Presse 
",Économie
ID: un nouveau bilan à méditer,16 février 2019," | 			Normand Baillargeon 
",Chroniques
Justifier le mal au nom du bien,16 février 2019," | 			Magdaline Boutros 
",Société
DBRS s’interroge à son tour sur SNC-Lavalin,16 février 2019," | 			François Desjardins 
",Économie
Montréal en lice pour la Coupe Grey 2020 qui sera attribuée le 21 février,16 février 2019," | 			La Presse canadienne 
",Sports
Ferrari ambitionne de défier Mercedes avec sa nouvelle voiture SF90,16 février 2019," | 			Associated Press 
",Sports
Denis Shapovalov s’incline devant Stanislas Wawrinka,16 février 2019," | 			La Presse canadienne 
",Sports
L’Inde promet «le prix fort» aux responsables de l’attentat au Cachemire,16 février 2019," | 			Jalees Andrabi - Agence France-Presse	
",Asie
Longueuil renonce à construire sa propre usine de biométhanisation,16 février 2019," | 			Jeanne Corriveau 
",Politique
"Rencontre entre Kim et Trump, acte II",16 février 2019, | Charles-Philippe David et Yann Roche,Idées
État d'urgence: les illusions de Trump,16 février 2019," | 			Brian Myles 
",Éditoriaux
Des agressions contre des religieuses passées sous silence,16 février 2019," | 			Isabelle Paré 
",Société
Un mal profond en éducation,16 février 2019, | Samuel Massicotte,Libre opinion
"Au Nigeria, l’élection présidentielle est reportée d’une semaine",16 février 2019," | 			Agence France-Presse 
",Afrique
Les négociations entre Washington et Pékin avancent à petits pas,16 février 2019," | 			Éric Desrosiers 
",Économie
Les photos de la semaine du 10 février,16 février 2019,,Société
Les sables mouvants de SNC-Lavalin,16 février 2019," | 			Guillaume Bourgault-Côté 
	, 		François Desjardins 
	, 		Hélène Buzzetti 
",Canada
La menace Wilson-Raybould,16 février 2019," | 			Konrad Yakabuski 
",Chroniques
Trudeau sur la défensive,16 février 2019," | 			Guillaume Bourgault-Côté 
	, 		Mylène Crête - La Presse canadienne	
",Canada
Colin Kaepernick s’entend avec la NFL,16 février 2019," | 			Agence France-Presse 
",Sports
Crise haïtienne: les touristes québécois seront rapatriés samedi,16 février 2019," | 			Mylène Crête - La Presse canadienne	
",Canada
"Les applications de la semaine: tenir un journal, n’importe où",16 février 2019," | 			Olivier Sylvestre 
",Vivre
Henrik Kristoffersen remporte le titre mondial en slalom géant,16 février 2019," | 			Robin Gremmel - Agence France-Presse	
",Sports
Cinq morts dans une fusillade en banlieue de Chicago,16 février 2019," | 			Nova Safo - Agence France-Presse	
",États-Unis
Sympathie pour les diables,16 février 2019," | 			Stéphane Baillargeon 
",Écrans
Airs de révolutions pour Dominique Fils-Aimé,16 février 2019,,Musique
RVQC: faire éclater les codes,16 février 2019,,Cinéma
L'illustratrice Cécile Gariépy partage ses sources d'inspiration,16 février 2019,,Vidéos
Spectaculaire prudence de Marie-Mai au Centre Bell,16 février 2019," | 			Philippe Renaud 
",Musique
Quand l’impatience de Trump commande l’état d’urgence,16 février 2019," | 			Fabien Deglise 
",États-Unis
Arrêt des procédures contre un ex-dirigeant de SNC-Lavalin,16 février 2019," | 			Améli Pineda 
",Société
"«L’actualité» ébranlée, mais à l’équilibre",16 février 2019," | 			Philippe Papineau 
",Médias
Pénurie de profs au Canada français,16 février 2019," | 			Marco Fortier 
",Éducation
Yves-François Blanchet assure Legault de sa collaboration,16 février 2019," | 			Magdaline Boutros 
",Québec
L’opposition libérale accuse la CAQ de manquer de transparence,16 février 2019," | 			Patrice Bergeron - La Presse canadienne	
",Québec
"Le dossier d’Éric Salvail, accusé d'agression sexuelle, de retour devant la justice",16 février 2019," | 			Améli Pineda 
",Société
"Sur vos écrans: populaire, mais controversé",16 février 2019," | 			Amélie Gaudreau 
",Écrans
Ludovic Bernard filme la rédemption par la musique classique,16 février 2019,,Cinéma
J’ai pas voté pour ça,16 février 2019," | 			Michel David 
",Chroniques
Raconter au-delà des mots,16 février 2019," | 			Marie Fradette 
",Lire
"AMI-Télé, de la description à l’action",16 février 2019," | 			Amélie Gaudreau 
",Écrans
Quoi surveiller cette fin de semaine?,16 février 2019," | 			Geneviève Tremblay 
",Société
La sculpture en question à la galerie Division,16 février 2019," | 			Nicolas Mavrikakis 
",Arts visuels
Le don de 200 millions à McGill fait franchir un palier à l’histoire de la philanthropie au Québec,16 février 2019," | 			Le Devoir 
",Société
Un chocolatier syrien souhaite embaucher et aider des réfugiés,16 février 2019," | 			La Presse canadienne 
",Société
Espagne: 200 000 personnes manifestent à Barcelone contre le procès des indépendantistes,16 février 2019," | 			Agence France-Presse 
",Europe
France: les «gilets jaunes» manifestent pour marquer trois mois de contestation sociale,16 février 2019," | 			Sarah Brethes - Agence France-Presse	
",Europe
Bobsleigh: Justin Kripps mène le Canada vers la victoire à Lake Placid,16 février 2019," | 			Associated Press 
",Sports
L’Impact défait l’Union 1-0 en match préparatoire,16 février 2019," | 			La Presse canadienne 
",Sports
Venezuela: nouvelle arrivée d’aide des États-Unis à la frontière de Colombie,16 février 2019," | 			Agence France-Presse 
",Monde
Vive inquiétude après l’effondrement d’un immeuble à Trois-Rivières,16 février 2019," | 			La Presse canadienne 
",Société
Un troisième revers de suite pour le Canadien,16 février 2019," | 			La Presse canadienne 
",Sports
Heather Nauert retire sa candidature du poste d’ambassadrice à l’ONU,16 février 2019," | 			Associated Press 
",États-Unis
Les 113 touristes québécois coincés en Haïti bien arrivés à Montréal,17 février 2019," | 			Morgan Lowrie - La Presse canadienne	
	, 		Helen Moka - La Presse canadienne	
	, 		Josiane Pelosse - La Presse canadienne	
",Société
Le palmarès du festival de cinéma de Berlin,17 février 2019," | 			Agence France-Presse (photo)  - Agence France-Presse	
",Cinéma
"Ali Baba, les quarante voleurs et le Venezuela",16 février 2019, | Pierre-André Julien,Idées
L’agent double,16 février 2019," | 			Louis Hamelin 
",Chroniques
"France: entre 1000 et 2000 «gilets jaunes» à Paris, pour les trois mois du mouvement",17 février 2019," | 			Agence France-Presse 
",Europe
"Seul l’État syrien peut protéger la population, déclare Bachar Al-Assad",17 février 2019," | 			Albert Aji - Associated Press	
",Moyen-Orient
Le refuge des prêtres abuseurs,16 février 2019," | 			Magdaline Boutros 
",Société
Accueil émouvant des Québécois de retour d’Haïti,17 février 2019," | 			Morgan Lowrie - La Presse canadienne	
",Société
Maternelle à 4 ans: 250 nouvelles classes seront créées dès l'automne,17 février 2019," | 			Vicky Fragasso-Marquis - La Presse canadienne	
",Québec
Des milliers de Libyens célèbrent le 8e anniversaire de leur révolte,17 février 2019," | 			Agence France-Presse 
",Moyen-Orient
Quoi retenir de la fin de semaine ?,16 février 2019," | 			Le Devoir 
",Société
"Un déraillement cause une fuite de pétrole au Manitoba, dit le CN",17 février 2019," | 			La Presse canadienne 
",Environnement
Venezuela: Guaidó veut un million de volontaires pour acheminer l’aide,17 février 2019," | 			Maria Isabel Sanchez - Agence France-Presse	
",Amériques
L’Australie dénonce le piratage de ses partis politiques par un «agent étatique»,17 février 2019," | 			Agence France-Presse 
",Monde
Une vidéo de Bernie Sanders annonce sa candidature à la présidentielle,17 février 2019," | 			Agence France-Presse 
",États-Unis
Les Panthers battent le Canadien 6-3,18 février 2019," | 			La Presse canadienne 
",Sports
La dette américaine court de record en record sous Trump,18 février 2019," | 			Virginie Montet - Agence France-Presse	
",États-Unis
L’acteur Bruno Ganz est décédé,18 février 2019," | 			Thierry Tranchant - Agence France-Presse	
",Cinéma
«Billydéki»: l’horreur des pensionnats autochtones,16 février 2019," | 			Anne-Frédérique Hébert-Dolbec 
",Lire
"Jean d’Ormesson, l’heure des comptes",16 février 2019," | 			Christian Desmeules 
",Lire
"À bord de l’«Amundsen», laboratoire flottant sur le Saint-Laurent",16 février 2019," | 			Alexis Riopel 
",Science
À quoi doit-on s’attendre du sommet au Vatican?,16 février 2019," | 			Améli Pineda 
	, 		Magdaline Boutros 
",Société
Alita: Battle Angel,16 février 2019,,Cinéma
Emmanuel Macron et les gilets jaunes: entre idéologie et utopie,16 février 2019," | 			Simon Castonguay	
",Le Devoir de philo/Histoire
"			Thierry Tranchant - Agence France-Presse	
",18 février 2019,"
» Lire ses articles les plus récents
                    Dernier article : L’acteur Bruno Ganz est décédé ",Cinéma
Une école de Lyon forme des «athlètes» du jeu vidéo,18 février 2019," | 			Daniel Abelous - Agence France-Presse	
",Éducation
Je ne suis pas Québécois,18 février 2019, | David Doyon,Lettres
"«Astronettes, la longue marche vers les étoiles»: la deuxième aile",18 février 2019," | 			Simon Lambert 
",Théâtre
Notre choix ce soir,18 février 2019," | 			Amélie Gaudreau 
",Écrans
Yémen: accord sur un retrait des combattants de Hodeida,18 février 2019," | 			Agence France-Presse 
",Moyen-Orient
Prisonniers palestiniens: Israël bloque des millions de dollars pour Ramallah,18 février 2019," | 			Agence France-Presse 
",Moyen-Orient
Des milliers de Libyens célèbrent le 8e anniversaire de leur révolte,18 février 2019," | 			Agence France-Presse 
",Afrique
L’acteur Bruno Ganz s’éteint,18 février 2019," | 			Agence France-Presse 
",Cinéma
Le refus de célébrer des mariages gais est de retour en cour à Terre-Neuve,18 février 2019," | 			Holly Mckenzie-Sutter - La Presse canadienne	
",Société
"Les insultes à un intellectuel, nouvelle illustration de l’antisémitisme en France",18 février 2019," | 			Agence France-Presse 
",Europe
L’Égypte totalitaire,18 février 2019," | 			François Brousseau 
",Chroniques
Une tempête canadienne,18 février 2019, | Simon St-Georges,Idées
La parole à nos lecteurs,18 février 2019,"

504




Notre histoire, ce n’est pas du passé

            Réponse à ceux qui pensent qu'il ne faut pas parler des histoires noires de notre passé.        

50418 février 2019
 | Michel Rioux
 |
        Libre opinion



",Libre opinion
"Notre histoire, ce n’est pas du passé",18 février 2019, | Michel Rioux,Libre opinion
Au-delà de SNC-Lavalin,18 février 2019," | 			Manon Cornellier 
",Éditoriaux
La thèse immunitaire,18 février 2019," | 			Jean-François Nadeau 
",Chroniques
Une décision retardée pour Trans Mountain?,18 février 2019," | 			Mia Rabson - La Presse canadienne	
",Canada
Eugenie Bouchard défait Vera Lapko à Dubaï,18 février 2019," | 			La Presse canadienne 
",Sports
Hockey féminin: le Canada bat les États-Unis 2-0 et gagne la Série de la rivalité,18 février 2019," | 			Associated Press 
",Sports
Rosie Maclennan remporte la médaille d’argent en trampoline à Bakou,18 février 2019," | 			La Presse canadienne 
",Sports
Mondiaux de ski alpin: Hirscher remporte un troisième titre,18 février 2019," | 			Robin Gremmel - Agence France-Presse	
",Sports
Quoi surveiller aujourd’hui?,18 février 2019," | 			Magdaline Boutros 
",Société
1000 civils retenus par le groupe EI dans une zone restreinte en Syrie,18 février 2019," | 			Sarah El Deeb - Associated Press	
",Monde
Miguel Angel Lopez remporte la 2e édition du Tour de Colombie,18 février 2019," | 			Agence France-Presse 
",Sports
"Les médecins sont «prêts» à donner plus de place aux infirmières, selon McCann",18 février 2019," | 			Isabelle Porter 
",Québec
Québec va créer 250 classes de maternelle 4 ans dès septembre,18 février 2019," | 			Fabien Deglise 
",Éducation
Le réseau de la santé à l’heure des changements climatiques,18 février 2019," | 			Annabelle Caillou 
",Santé
Somptueux retour aux sources,18 février 2019," | 			Christophe Huss 
",Musique
«Des centaines de kilomètres» du mur seront érigés d’ici 2020,18 février 2019," | 			Agence France-Presse 
",États-Unis
Tentative de «coup d’État» administratif aux États-Unis: une enquête est réclamée,18 février 2019," | 			Agence France-Presse 
",États-Unis
Les élèves coincés en Haïti rentrent au bercail,18 février 2019," | 			Agence France-Presse 
",Amériques
Équité réclamée entre stagiaires et travailleurs,18 février 2019," | 			Marco Bélair-Cirino 
",Québec
Coup double féminin pour le Québec à Berlin,18 février 2019," | 			Odile Tremblay 
",Cinéma
Le Vatican défroque l’ex-cardinal Theodore McCarrick,18 février 2019," | 			Catherine  Marciano - Agence France-Presse	
",Société
Cannabis: le parti pris des jeunes,18 février 2019, | Comité exécutif de l’Association des médecins psychiatres du Québec*,Idées
"Librairie Racines, la diversité en toutes lettres",18 février 2019," | 			Caroline Montpetit 
",Lire
Aide médicale à mourir: reprise des contestations sur les critères d’admissibilité,18 février 2019," | 			Pierre Saint-Arnaud - La Presse canadienne	
",Santé
Campagne de financement de «La Presse +»,18 février 2019, | Gaétan Lepage,Lettres
Amazon dit vouloir être plus écologique,18 février 2019," | 			Associated Press 
",Environnement
Un incendie force l’évacuation partielle de la Place Ville-Marie,18 février 2019," | 			La Presse canadienne 
",Société
Semaine cruciale autour de l’entrée de l’aide humanitaire au Venezuela,18 février 2019," | 			Maria Isabel Sanchez - Agence France-Presse	
",Amériques
Un manifeste contre les voyages en avion,18 février 2019," | 			Le Devoir 
",Société
La STM dépose une «offre globale et finale» pour ses employés d’entretien,18 février 2019," | 			La Presse canadienne 
",Montréal
Une subvention pour compenser les annulations de la traverse de Matane,18 février 2019," | 			Magdaline Boutros 
",Québec
Des oeuvres de Banksy en appui aux «gilets jaunes» sur un mur de Bordeaux?,18 février 2019," | 			Agence France-Presse 
",Europe
Des Cris veulent que le fédéral reconnaisse les impacts du développement industriel sur leur territoire,18 février 2019," | 			Alexandre Shields 
",Environnement
"Le calme sonore, une denrée rare dans les anciens faubourgs ouvriers montréalais",18 février 2019," | 			Florence Sara G. Ferraris  
",Transports / Urbanisme
