130,Lettre aux parents d’Alexandre Bissonnette,13 février 2019,Sylvie Filion,opinion,/opinion/lettres/547724/lettre-aux-parents-d-alexandre-bissonnette
131,Plus d’amour pour les professeurs de français,13 février 2019,"Guy Ferland, professeur de philosophie au collège Lionel-Groulx de Sainte-Thérèse",opinion,/opinion/lettres/547739/plus-d-amour-pour-les-professeurs-de-francais
132,Ricardo ferme son magazine en anglais,13 février 2019,Le Devoir,culture,/culture/medias/547699/ricardo-ferme-son-magazine-en-anglais
133,Nissan dans une mauvaise passe,13 février 2019,Anne Beade - Agence France-Presse,economie,/economie/547730/automobile-nissan-dans-une-mauvaise-passe
134,Nouvelle p.-d.g. pour Anges Québec Capital,13 février 2019,Le Devoir,economie,/economie/547732/nouvelle-p-d-g-pour-anges-quebec-capital
135,Perte pour Shopify,13 février 2019,La Presse canadienne,economie,/economie/547738/perte-pour-shopify
136,Molson Coors fait face au déclin de la bière,13 février 2019,La Presse canadienne,economie,/economie/547735/molson-coors-fait-face-au-declin-de-la-biere
137,Les négociations se poursuivent à ABI,13 février 2019,La Presse canadienne,economie,/economie/547736/les-negociations-se-poursuivent-a-abi
138,Novaquark ouvre un nouveau studio de jeux vidéo à Montréal,13 février 2019,Le Devoir,economie,/economie/547737/novaquark-ouvre-un-nouveau-studio-de-jeux-video-a-montreal
139,Les PME se méfient de la taxe sur  le carbone,13 février 2019,Andy Blatchford - La Presse canadienne,economie,/economie/547734/les-pme-se-mefient-de-la-taxe-sur-le-carbone
140,Kyle Shewfelt espère que la gymnastique canadienne saura se relever,13 février 2019,Donna Spencer - La Presse canadienne,sports,/sports/547741/kyle-shewfelt-espere-que-la-gymnastique-canadienne-saura-se-relever
141,Raonic et Shapovalov victorieux à Rotterdam,13 février 2019,La Presse canadienne,sports,/sports/547696/raonic-et-shapovalov-victorieux-a-rotterdam
142,Les Alouettes s’entendent avec deux de leurs vétérans,13 février 2019,La Presse canadienne,sports,/sports/547722/les-alouettes-s-entendent-avec-deux-de-leurs-veterans
143,Cent ans d’incertitude,13 février 2019,Francine Pelletier,opinion,/opinion/chroniques/547716/cent-ans-d-incertitude
144,Le Canadien soumet Michael Chaput au ballottage,13 février 2019,La Presse canadienne,sports,/sports/547695/le-canadien-soumet-michael-chaput-au-ballottage
,Deuxième partie du témoignage d'Homa Hoodfar sur la métamorphose de l'Iran,14513 février 2019,,videos,/videos/547709/deuxieme-partie-du-temoignage-d-homa-hoodfar-sur-la-metamorphose-de-l-iran
146,Un registre des armes inadapté à la réalité des communautés autochtones,13 février 2019,Fabien Deglise,politique,/politique/quebec/547694/un-registre-des-armes-inadapte-a-la-realite-des-communautes-autochtones
147,Le déficit fédéral sera moindre que prévu,13 février 2019,La Presse canadienne,economie,/economie/547733/le-deficit-federal-sera-moins-que-prevu
148,Notre choix ce soir,13 février 2019,Amélie Gaudreau,culture,/culture/ecrans/547703/choix-tele-du-13-fevrier
149,Milieux humides: la CAQ veut réduire les sources d’irritation,13 février 2019,Le Devoir,politique,/politique/quebec/547718/milieux-humides-la-caq-veut-reduire-les-sources-d-irritation
150,Guaidó annonce l’entrée de l’aide américaine le 23 février au Venezuela,13 février 2019,Maria Isabel Sanchez - Agence France-Presse,monde,/monde/ameriques/547728/venezuela-guaido-annonce-l-entree-de-l-aide-le-23-fevrier
151,Réseau de blanchiment d’argent démantelé à Montréal et à Toronto,13 février 2019,Le Devoir,societe,/societe/547746/reseau-de-blanchiment-d-argent-demantele-a-montreal-et-a-toronto
152,Âge légal pour consommer du cannabis: la consultation tourne court,13 février 2019,Marco Bélair-Cirino,politique,/politique/quebec/547740/encadrement-du-cannabis
153,Les conséquences d’un Brexit sans accord,13 février 2019,Hubert Rioux et Stéphane Paquin,opinion,/opinion/idees/547714/union-europeenne-les-consequences-d-un-brexit-sans-accord
154,Les trois piliers du Parti conservateur,13 février 2019,Marc André Bodet,opinion,/opinion/idees/547715/les-trois-piliers-du-parti-conservateur
155,Registre des armes: les Autochtones auraient voulu être consultés,13 février 2019,Le Devoir,societe,/societe/547747/registre-des-armes-les-autochtones-auraient-voulu-etre-consultes
